sku,category,unit_price
APPANE59CA4D0FD5076,Appliances,162.3
APPANE59CA4D15EB540,Appliances,171.5
APPANE59CA4D1C022D8,Appliances,155.0
APPANE59CA4D1F07D60,Appliances,159.8
APPANE59CA4D283BC56,Appliances,194.2
APPANE59CA4D4D71F01,Appliances,359.5
APPANE59CA4D6C5AADB,Appliances,265.6
APPANE59D48E01B14B4,Appliances,275.2
APPANE59D48E2055EB6,Appliances,406.7
APPANE59D48E65A64A7,Appliances,286.3
APPANE59D48E68B2246,Appliances,189.3
APPANE59D48E6EE0262,Appliances,158.3
APPANE59D48E7E0EB56,Appliances,190.4
APPANE59D48E8342C29,Appliances,356.6
APPANE59D48E864F20C,Appliances,233.6
APPANE59D48EF85B1F9,Appliances,614.5
APPANE59D48F5B6619D,Appliances,296.0
APPANE59D48F67278C0,Appliances,214.7
APPANE59D48F6A1C70C,Appliances,214.7
APPANE59D48FE00C536,Appliances,699.9
APPANE59D48FE337764,Appliances,834.9
APPANE59D48FFB9524B,Appliances,239.9
APPANE59D48FFEA6C9B,Appliances,147.3
APPANE59D49001AE32F,Appliances,131.0
APPANE59D49004A15AE,Appliances,201.1
APPANE59D49007A3C1F,Appliances,199.9
APPANE59D4900A9DE42,Appliances,250.0
APPANE59D4900D9A005,Appliances,144.0
APPANE59D4902590952,Appliances,199.9
APPANE59D4902C37E4F,Appliances,260.8
APPANE59D4904DA9A33,Appliances,238.7
APPANE59D4905D1291F,Appliances,277.4
APPANE59D4906C400FB,Appliances,225.0
APPANE59D4907E5267C,Appliances,392.1
APPANE59D490BAB24DE,Appliances,205.2
APPANE59D490C0B9770,Appliances,839.9
APPANE59D490CA0409C,Appliances,567.7
APPANE59D490EEAA706,Appliances,175.7
APPANE59D490F1AD39D,Appliances,207.2
APPANE59D490F4B9418,Appliances,289.3
APPANE59D491102F897,Appliances,229.9
APPANE59D491134FD67,Appliances,504.5
APPANE59D491196CAC4,Appliances,565.8
APPANE59D4911C7C257,Appliances,587.1
APPANE59D4911F95A6E,Appliances,749.9
APPANE59D49128C4ECB,Appliances,649.9
APPANE59D49134B30F8,Appliances,517.6
APPANE59D4913ABD236,Appliances,524.4
APPANE59D49189E495D,Appliances,289.9
APPANE59D4918D1D70D,Appliances,314.6
APPANE59D491999EEEA,Appliances,858.0
APPANE59D4919F9BAC7,Appliances,349.0
APPANE59D491A5B6EA0,Appliances,608.0
APPANE59D491A8B58D2,Appliances,312.7
APPANE59D491AE1A85F,Appliances,196.0
APPANE59D491B433A83,Appliances,143.2
APPANE59D491B73C6B8,Appliances,542.1
APPANE59D491BA3D18C,Appliances,325.0
APPANE59D491C08CE71,Appliances,519.8
APPANE59D491D5C5734,Appliances,255.2
APPANE59D491E894253,Appliances,535.1
APPANE59D491EB95121,Appliances,260.8
APPANE59D49216D6BC6,Appliances,559.9
APPANE59D4921CD550C,Appliances,825.0
APPANE59D4925C945DB,Appliances,962.8
APPANE59D49269120B3,Appliances,499.9
APPANE59D4928A61E60,Appliances,629.1
APPANE59D4928DA5FE8,Appliances,659.9
APPANE59D4929095CAA,Appliances,771.2
APPANE59DB866E55400,Appliances,280.9
APPANE59E4B64854488,Appliances,440.3
APPANE59E75B64DD879,Appliances,399.9
APPANE59E77C34CDFE2,Appliances,354.9
APPANE59E77C3E20497,Appliances,643.5
APPANE59E77C47AADB7,Appliances,75.0
APPANE59E77C4DD58DB,Appliances,462.5
APPANE59E77C50E6D6A,Appliances,592.5
APPANE59E7A51718DAC,Appliances,440.0
APPANE59E7A83590E59,Appliances,332.5
APPANE59E7AA2E050A3,Appliances,545.0
APPANE59E7B3DEEF257,Appliances,249.9
APPANE59E7B3E22608C,Appliances,288.5
APPANE59E7B426D905A,Appliances,440.0
APPANE59E7B43043CB7,Appliances,539.0
APPANE59E7D83C15E4A,Appliances,214.9
APPANE59E82C2E252C9,Appliances,671.0
APPANE59E82C3A6594C,Appliances,227.5
APPANE59E82C7EA4424,Appliances,385.0
APPANE59EEC9501053A,Appliances,188.9
APPANE59EECDC185BA3,Appliances,300.0
APPANE59FAD9E19CCF8,Appliances,517.5
APPANE59FAD9F5083A2,Appliances,345.0
APPANE59FAD9F8AD3AB,Appliances,179.9
APPANE59FAD9F92036A,Appliances,164.9
APPANE59FADA020D40D,Appliances,175.0
APPANE59FADA03BB3D6,Appliances,184.9
APPANE59FADA0547D8F,Appliances,195.0
APPANE59FADA07C83EC,Appliances,255.0
APPANE59FADA0E6A45E,Appliances,149.9
APPANE59FADA201A41A,Appliances,465.0
APPANE59FADA3F69158,Appliances,264.5
APPANE59FADA3FD40CD,Appliances,399.5
APPANE59FADA432A603,Appliances,349.9
APPANE59FADA552C1BF,Appliances,214.5
APPANE59FADA5584767,Appliances,249.9
APPANE59FADA56B82F5,Appliances,242.9
APPANE59FADA57DF466,Appliances,524.9
APPANE59FADA593609D,Appliances,299.9
APPANE59FADA5A1AC8D,Appliances,310.0
APPANE59FADA5BC135E,Appliances,319.9
APPANE59FADA5DCDB2E,Appliances,267.5
APPANE59FADA5F5585A,Appliances,249.9
APPANE59FADA69A321F,Appliances,453.0
APPANE59FADA6F97880,Appliances,309.9
APPANE59FADA77E300D,Appliances,445.0
APPANE59FADA7B0AD07,Appliances,479.9
APPANE59FADA7B738E1,Appliances,169.9
APPANE59FADA7BF1361,Appliances,72.9
APPANE59FADA7C7C1DF,Appliances,324.5
APPANE59FADA7CE8068,Appliances,110.5
APPANE59FADA7D8E00C,Appliances,682.0
APPANE59FADA7E08AF7,Appliances,648.5
APPANE59FADA7EDB8EF,Appliances,479.9
APPANE59FADA7F3E2CD,Appliances,509.9
APPANE59FADA807A670,Appliances,595.0
APPANE59FADA816FAFD,Appliances,515.0
APPANE59FADA81D9741,Appliances,539.0
